"","filenames","","","","","","","","","","","","","","",""
"157","output/merge27.nex.best_scheme.nex","GTR+F+I+G4: sia_pos1_bdnf_pos2_nxc_pos1,","GTR+F+I+G4: sia_pos2_bdnf_pos3_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"158","output_nomerge/nomerge58.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"159","output/merge52.nex.best_scheme.nex","SYM+I+G4: sia_pos1_bdnf_pos2_bdnf_pos3_nxc_pos1,","SYM+I+G4: sia_pos2_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","GTR+F+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"160","output/merge02.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"161","output/merge03.nex.best_scheme.nex","SYM+I+G4: sia_pos1_sia_pos2_bdnf_pos2_nxc_pos1,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: bdnf_pos3_nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"162","output/merge83.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"163","output/merge78.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","GTR+F+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"164","output_nomerge/nomerge13.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"165","output/merge06.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"166","output/merge68.nex.best_scheme.nex","SYM+I+G4: sia_pos1_sia_pos2_bdnf_pos2_nxc_pos1,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: bdnf_pos3_nxc_pos2,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"167","output/merge35.nex.best_scheme.nex","TIMe+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","TN+F+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"168","output/merge38.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"169","output/merge45.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"170","output/merge44.nex.best_scheme.nex","SYM+I+G4: sia_pos1_sia_pos2_bdnf_pos2_nxc_pos1,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: bdnf_pos3_nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"171","output/merge97.nex.best_scheme.nex","SYM+I+G4: sia_pos1_bdnf_pos2_bdnf_pos3_nxc_pos1,","TIM3e+I+G4: sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"172","output/merge96.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","K2P+G4: bdnf_pos1_nxc_pos3,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"173","output/merge22.nex.best_scheme.nex","SYM+I+G4: sia_pos1_sia_pos2_bdnf_pos2_nxc_pos1,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: bdnf_pos3_nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"174","output_nomerge/nomerge99.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC+G4: nd4_pos3;"
"175","output/merge10.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","GTR+F+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"176","output/merge71.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"177","output/merge29.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"178","output/merge80.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+G4: sia_pos3,","K2P+G4: bdnf_pos1_nxc_pos3,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"179","output/merge34.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: sia_pos3,","K2P+G4: bdnf_pos1_nxc_pos3,","TIM3e+I+G4: nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"180","output/merge30.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: nxc_pos3,","TIM2+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"181","output_nomerge/nomerge70.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"182","output/merge41.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"183","output/merge43.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"184","output/merge15.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3_bdnf_pos1,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"185","output/merge51.nex.best_scheme.nex","GTR+F+I+G4: sia_pos1_bdnf_pos2_nxc_pos1,","GTR+F+I+G4: sia_pos2_bdnf_pos3_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"186","output/merge85.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"187","output_nomerge/nomerge35.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVM+F+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"188","output/merge33.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1_nxc_pos3,","TIM3e+I+G4: nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC: cyb_pos3,","TN+F+ASC+G4: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"189","output/merge28.nex.best_scheme.nex","SYM+I+G4: sia_pos1_sia_pos2_bdnf_pos2_nxc_pos1,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: bdnf_pos3_nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"190","output/merge87.nex.best_scheme.nex","SYM+I+G4: sia_pos1_bdnf_pos2_nxc_pos1,","TIMe+I+G4: sia_pos2_bdnf_pos3_nxc_pos2,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"191","output/merge42.nex.best_scheme.nex","SYM+I+G4: sia_pos1_bdnf_pos2_nxc_pos1,","GTR+F+I+G4: sia_pos2_bdnf_pos3_nxc_pos2,","HKY+F+I+G4: sia_pos3_bdnf_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"192","output/merge94.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_bdnf_pos3_nxc_pos2,","TN+F+I+G4: sia_pos3_bdnf_pos1,","GTR+F+I+G4: bdnf_pos2_nxc_pos1,","TIM+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"193","output/merge18.nex.best_scheme.nex","TVMe+I+G4: sia_pos1_sia_pos2_bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+I+G4: sia_pos3,","TNe+I+G4: bdnf_pos1_nxc_pos3,","GTR+F+I+G4: nxc_pos2,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"194","output_nomerge/nomerge75.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"195","output_nomerge/nomerge78.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TIM3e+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","GTR+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC+G4: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"196","output_nomerge/nomerge68.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"197","output_nomerge/nomerge64.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","GTR+F+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"198","output_nomerge/nomerge69.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TIM2e+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
"199","output/merge07.nex.best_scheme.nex","K2P+I+G4: sia_pos1_sia_pos2_nxc_pos2,","TN+F+I+G4: sia_pos3_bdnf_pos1,","TVMe+I+G4: bdnf_pos2_bdnf_pos3_nxc_pos1,","TN+F+G4: nxc_pos3,","GTR+F+I+G4: cyb_pos1_nd4_pos1,","GTR+F+I+G4: cyb_pos2_nd4_pos2,","TIM2+F+ASC: cyb_pos3,","TN+F+ASC: nd4_pos3;",NA,NA,NA,NA,NA,NA,NA
"200","output_nomerge/nomerge63.nex.best_scheme.nex","TNe+I+G4: sia_pos1,","JC+I+G4: sia_pos2,","TN+F+I+G4: sia_pos3,","K2P+I+G4: bdnf_pos1,","TVMe+I+G4: bdnf_pos2,","TIMe+I+G4: bdnf_pos3,","TIM2+F+I+G4: nxc_pos1,","TIM3e+I+G4: nxc_pos2,","TN+F+G4: nxc_pos3,","TPM2+I+G4: cyb_pos1,","GTR+F+I+G4: cyb_pos2,","TIM2+F+ASC: cyb_pos3,","TIM2+F+I+G4: nd4_pos1,","GTR+F+I+G4: nd4_pos2,","TN+F+ASC: nd4_pos3;"
